科室,疾病,ICD编码,备注1,备注2,ICDcode,现有241类疾病中已包括,gender,age,兼职人员,top0症状体征,关键症状体征,重要症状体征,普通症状体征,关键化验检查,重要化验检查,普通化验检查,delete,
乳腺外科,乳房的其他疾患,N64,,,N64,No,2,345,唐晓昱,"乳房胀痛,乳房痛,乳房疼痛,乳房增大,乳房硬结",乳头皲裂，乳头溢液，乳房下垂,乳房包块,"乳房硬结,乳房胀痛,乳房增大，周期性疼痛",彩超或MRI：包块，BI-RADS1-2,,,,
妇科,妇科炎症,N70-N77,,,N70,No,2,345,苏秀梅,,白带增多、泡沫状或豆腐渣样白带、有异味（鱼腥味、臭味)；外阴、阴道瘙痒,外阴瘙痒或疼痛、阴道黏膜充血、出血斑；滴虫性阴道炎，草莓样宫颈,尿频、尿急、尿痛,白带检查白细胞增加，可见真菌菌丝、滴虫等，细菌性阴道炎患者线索细胞及氨臭试验阳性,,阴道分泌物PH>4.5,,
妇科,宫颈炎,N72,,,N72,No,2,345,苏秀梅,,流产后感染、产褥感染、宫颈损伤等所致宫颈感染；白带增多、脓性白带；宫颈充血水肿、糜烂、流脓、触痛、触之易出血,不规则阴道流血；子宫内膜炎、盆腔炎；下腹不适、腰骶部疼痛；,外阴瘙痒、灼热感；尿频、尿急、尿痛,分泌物培养出病原体,分泌物中性粒细胞>30/高倍视野,急性感染者血白细胞增高,,
妇产科,其他女性盆腔炎性疾病,,"[('宫颈炎', 5743), ('慢性宫颈炎', 4625), ('盆腔炎', 1526), ('宫腔粘连', 1401), ('盆腔包块', 1274)]",,N73,,2,345,,"宫颈炎,慢性宫颈炎,盆腔炎,宫腔粘连,盆腔包块",,"发热,输卵管粘连,宫颈充血,阴道分泌物增多,宫颈触痛,白带增多,腰骶部酸痛,下腹疼痛,脓性白带,白带增多,子宫压痛,腰痛，查体：宫颈充血水中，黏膜外翻，分泌物黏液脓性","寒战,月经不调,宫颈充血,腹痛,月经稀少,腰痛,阴道不规则出血,月经不调,头痛,脓性白带,阴道瘙痒,食欲不振,下腹坠胀,盆腔痛,月经量多",分泌物白细胞增多，病原菌（淋菌、沙眼衣原体等）阳性,彩超示盆腔积液,,,
妇产科,前庭大腺[巴多林腺]疾病,,"[('前庭大腺囊肿', 307), ('左侧前庭大腺囊肿', 46), ('右侧前庭大腺囊肿', 35), ('前庭大腺脓肿', 22), ('前庭大腺炎', 5)]",,N75,,2,345,,"巴多林腺,前庭大腺囊肿,前庭大腺脓肿,前庭大腺炎",,"阴唇肿块椭圆形，大小不等，尿痛,外阴肿胀","疼痛,外阴烧灼刺激感,淋巴结肿大,外阴下坠感,瘙痒",,,,,
妇产科,阴道和外阴的其他炎症,,"[('阴道炎', 18033), ('BV', 4812), ('VVC', 2507), ('外阴瘙痒', 2073), ('外阴炎', 986)]",,N76,,2,345,,"阴道炎,BV,VVC,外阴瘙痒,外阴炎",重度瘙痒烧灼感，白色豆腐渣样分泌物，阴道粘膜水肿红斑，白色均质腥臭味分泌物，无或轻度瘙痒，稀薄脓性泡沫状分泌物，阴道粘膜散在出血点，轻度瘙痒,"白带增多,外阴瘙痒","发热,淋巴结肿大,脓血性白带,会阴部溃疡",滴虫性阴道炎：分泌物滴虫阳性；VVC：分泌物芽生孢子和假菌丝阳性，pH＜4.5；BV：线索细胞阳性，胺臭味试验阳性，pH＞4.5,,,,
妇产科,子宫内膜异位症,,"[('子宫腺肌症', 8228), ('巧囊', 1951), ('EMS', 1596), ('盆腔占位', 478), ('腺肌症', 425)]",,N80,,2,345,,"子宫内膜异位症,子宫腺肌症,巧囊,EMS,盆腔占位,腺肌症",继发性进行性加重的痛经、慢性盆腔痛，查体有与子宫相连的囊性包块、盆腔触痛性结节,"月经不调，经量增多，经期延长，月经淋漓不尽、经前期点滴出血，腹部结节,不孕，痛经，异位病灶破裂有恶心、呕吐、肛门坠胀感","疼痛,排便痛,触痛,结节,皮肤触痛,腹痛,月经量多,腹部不适，其他部位异位：周期疼痛，出血，肿块",巧囊：彩超示卵巢圆形或类圆形囊肿，与周围特别是子宫粘连、囊壁厚且粗糙，囊内细小絮状光点CA125升高,,腺肌症诊断依靠病史及查体，彩超示子宫肌层均匀增厚，或不均质回声界限不清。,,
妇产科,女性生殖器脱垂,,"[('子宫脱垂', 401), ('POP', 253), ('阴道前壁膨出', 235), ('阴道前壁轻度膨出', 87), ('阴道前后壁膨出', 57)]",,N81,,2,45,,"女性生殖器脱垂,子宫脱垂,POP,阴道前壁膨出,阴道前壁轻度膨出,阴道前后壁膨出","阴道充盈,宫颈突出阴道外","腰骶部酸痛,尿频，尿急尿痛，压力性尿失禁，排尿困难，排便困难，尿路感染，宫颈阴道壁溃疡出血","性交痛,脓性分泌物,黏液便,尿急,白带增多,便血,排便困难,下背部痛,直肠疼痛",,隐匿性尿失禁试验阳性,,,
妇产科,卵巢、输卵管和阔韧带的非炎性疾患,,"[('左附件占位', 1594), ('右附件占位', 1455), ('附件占位', 1257), ('宫腔占位', 1168), ('卵巢癌', 805)]",,N83,,2,345,,"左附件占位,右附件占位,附件占位,宫腔占位,卵巢癌，卵巢囊肿",,"下腹部包块,下腹坠胀,月经紊乱,下腹疼痛，破裂时有局部压痛反跳痛","骨盆疼痛,内出血,腹胀,腹痛,排便痛",彩超示附件包块,CA125、AFP、HE4等升高,,,
妇科,子宫颈息肉,N84.100,,,N84,No,2,345,苏秀梅,宫颈息肉，宫颈糜烂,子宫异常出血；经量增多、经期延长；,经间期出血；,肥胖、高血压,B超发现子宫内膜增厚、局部高回声结节；宫腔镜可见子宫内膜息肉样增生,,,,
妇科,宫颈癌前病变,N87.901 ,,,N87,No,2,345,苏秀梅,,妇科检查宫颈接触性出血,阴道流液，可伴异味；宫颈中重度糜烂,阴道分泌物增加,TCT检查发现宫颈上皮不典型增生；高危型HPV阳性；,阴道镜检查见点状血管、异形血管、碘不染色，病理结果提示宫颈上皮内瘤变甚至原位癌,,,
妇产科,宫颈其他非炎性疾患,,"[('宫颈病变', 7662), ('LEEP', 4094), ('子宫全切', 3933), ('宫颈LEEP', 3204), ('宫颈leep', 1866)]",,N88,,2,345,,"宫颈病变,LEEP,子宫全切,宫颈LEEP,宫颈leep",,"白带异常,宫颈锥切,阴道不规则出血,阴道分泌物增多,宫颈闭锁,腹痛，阴道排液增多","宫颈水肿,尿频,闭经,停经,月经不调,阴道坠胀感,骨盆疼痛,白带增多,痛经,脓性分泌物,鳞状细胞化,绝经后出血,子宫小,呼吸急促,下腹坠胀,月经不潮,下腹疼痛,阴道异味,白带增多,子宫出血,腰骶疼痛,阴道瘙痒,子宫压痛,月经量多",阴道镜子宫颈活检：CIN,子宫颈细胞学异常、高危型HPV阳性,,,
妇产科,外阴和会阴的其他非炎性疾患,,"[('外阴营养不良', 5383), ('营养不良', 1389), ('外阴白斑', 756), ('小阴唇粘连', 423), ('外阴新生物', 403)]",,N90,,2,345,,"外阴营养不良,营养不良,外阴白斑,小阴唇粘连,外阴新生物",,"外阴萎缩,阴道分泌物增多,外阴白斑,外阴烧灼刺激感,外阴瘙痒,外阴下坠感","坐立不安,阴部溃疡,丘疹,脱屑,水肿,外阴肿胀,阴部溃疡,疼痛",,,,,
妇产科,月经过多、月经频繁和月经不规则,,"[('月经紊乱', 16862), ('停经', 8153), ('月经量少', 3906), ('月经稀发', 2478), ('继发闭经', 1473)]",,N92,,2,345,,"月经紊乱,停经,月经量少,月经稀发,继发闭经",,"月经周期改变,闭经,月经不调","疲乏,恶心,头晕,出血,神经性厌食,食欲不振,头疼",宫腔镜示宫腔粘连；彩超示子宫、内膜、卵巢、卵泡等异常；子宫输卵管造影：宫腔病变宫腔粘连；CT磁共振鞍区病变；静脉肾盂造影（无肾脏畸形）；,TSH↑，雌激素↓，睾酮↑，PRL↑，胰岛素↑等,,,
妇产科,其他异常的子宫和阴道出血,,"[('阴道出血', 3269), ('阴道流血', 3170), ('同房出血', 1442), ('阴道不规则出血', 1231), ('功血', 599)]",,N93,,2,345,,"阴道出血,阴道流血,同房出血,阴道不规则出血,功血",子宫不规则出血，一般无腹痛或其他不适,"月经失调,功血,宫颈出血,阴道出血",,彩超示宫颈息肉、粘膜下肌瘤、子宫内膜增厚等,血清激素异常,血常规Hb↓，PLT↓,,
妇产科,与女性生殖器官和月经周期有关的疼痛和其他情况,,"[('痛经', 1607), ('盆腔积液', 341), ('宫腔积液', 199), ('同房痛', 88), ('原发痛经', 59)]",,N94,,2,345,,"与女性生殖器官和月经周期有关的疼痛和其他情况,痛经,盆腔积液,宫腔积液,原发痛经",下腹至耻骨痉挛性疼痛,"腰骶疼痛,下腹坠胀,痛经,下腹至耻骨痉挛性疼痛，疼痛可放散质腰骶部和大腿内侧","恶心,呕吐,月经期间腰疼,骨盆疼痛,阴道裂伤,腹胀,下腰部疼痛,乳腺胀痛,阴道后穹窿触痛,大腿内侧疼痛,阴道粘连甚至闭锁,经期前乳房痛,头晕,外阴萎缩,经期小腹坠痛,痉挛,头疼，腹泻，乏力",彩超示圆形或类圆形囊肿与周围特别是子宫粘连、囊壁厚且粗糙，囊内细小絮状光点CA125升高（子宫内膜异位症）。彩超示盆腔积液，宫腔积液。,,,,
妇产科,绝经期和其他围绝经期的疾患,,"[('围绝经期', 2253), ('老年性阴道炎', 1776), ('绝经后阴道出血', 956), ('绝经后', 561), ('绝经后阴道流血', 551)]",,N95,,2,45,,"绝经期和其他围绝经期的疾患,围绝经期,老年性阴道炎,绝经后阴道出血,绝经后,绝经后阴道流血",绝经,"怕冷,易激动,无月经来潮,潮热,绝经","外阴瘙痒,灼热不适，怕冷,易激动,月经不调,白带增多,排便困难,抑郁,外阴皮肤肿胀,头疼,月经量少，性交痛",彩超示内膜增厚，宫腔宫颈占位,,,,
生殖医学中心,习惯性流产,N96.x00 ,,,N96,No,2,345,苏秀梅,,停经史；阴道流血较多,腹痛、阴道排出大量血块；宫口松弛；黄体功能不全；子宫肌瘤及甲状腺功能低下等病史,恶心、呕吐、乏力,HCG及孕酮低于相应孕周；B超未发现孕囊；染色体异常（夫妻双方或胎儿）,甲状腺功能低下；母体免疫功能异常；高血糖；凝血功能异常,生殖道感染,,
生殖医学中心,女性不孕症,,"[('不孕', 21416), ('原发不孕', 13390), ('继发不孕', 11883), ('不孕症', 192), ('月不孕', 10)]",,N97,,2,4,,"女性不孕症,不孕,原发不孕,继发不孕,不孕症,月不孕","输卵管阻塞,无排卵,同居一年以上未妊娠,不孕","输卵管阻塞,无排卵,同居一年以上未妊娠,不孕","闭经,月经紊乱,未避孕未孕，盆腔痛，低热畏寒，白带异常，泌乳，多毛痤疮，肥胖，酗酒",基础体温单相：无排卵。B超示盆腔积液，输卵管积水、多囊卵巢等。子宫输卵管造影异常；宫腔镜示内膜息肉、宫腔粘连、宫腔畸形等。,LH/FSH＞2-3，TSH↑，PRL↑，睾酮↑,,,
生殖医学中心,流产,O03.900,,,O03,No,2,34,苏秀梅,,停经史；不同程度阴道流血；下腹痛；胎儿组织物排出,阴道排出大量血块；宫口松弛；子宫小于相对应孕周,恶心、呕吐、乏力、厌食,HCG及孕酮正常或低于相应孕周；B超未发现孕囊或胚胎大小小于相应孕周；染色体异常（夫妻双方或胎儿）,甲亢或甲状腺功能低下；母体免疫功能异常；高血糖；凝血功能异常,生殖道感染,,
生殖医学中心,未特指的流产,,"[('RSA', 2743), ('人流', 2220), ('自然流产史', 841), ('自然流产后', 449), ('葡萄胎清宫', 377)]",,O06,,2,34,,"流产,RSA,人流,自然流产史,自然流产后,葡萄胎清宫","先兆流产,药物流产,人工流产,反复多次流产,手术流产,自然流产,流产","清宫,先兆流产,药物流产,人工流产,反复多次流产,手术流产,自然流产,流产","停经后阴道流血,下腹疼,痛葡萄胎,内分泌异常,子宫异常增大,药物流产,阵发性下腹痛,妊娠呕吐,阴道流液,阵发性腰背痛,胎盘组织堵塞于宫颈口,免疫功能异常,流产,严重营养缺乏,阴道出血,手术流产,怀孕后腹痛,休克,轻度甲亢,下腹部隐疼,染色体异常,子宫异常变软,阴道出血,怀孕后阴道出血,晕厥,人工流产,清宫,自然流产",彩超示子宫宫腔线清晰，无占位或异常回声。Hcg阴性或较前下降,,,,
产科,妊娠[妊娠引起的]水肿和蛋白尿不伴有高血压,,,,O12,No,2,34,,妊娠水肿,,妊娠蛋白尿,,,,,,
产科,妊娠[妊娠引起的]高血压,,,,O13,No,2,34,,,,妊高症，妊娠期高血压,,,,,,
产科,子痫,,,,O15,No,2,34,,,,子痫,,,,,,
生殖医学中心,异位妊娠,,"[('宫外孕', 1041), ('宫外孕史', 488), ('宫外孕保守', 369), ('切口妊娠', 242), ('切口妊娠清宫', 83)]",,O20,,2,34,,"异位妊娠,宫外孕,宫外孕史,宫外孕保守,切口妊娠,切口妊娠清宫","宫外孕,异位妊娠停经后腹痛阴道流血","停经,腹痛,阴道出血,晕厥，腹部包块，下腹压痛反跳痛，宫颈举摆痛",恶心、呕吐、低热、眩晕、头痛、失血性休克,血HCG及孕酮远低于相应孕周；B超检查宫内未见孕囊，一侧附件可见混合型包块，偶见孕囊,尿妊娠试验阳性,血白细胞增高、贫血；凝血功能异常,,
产科,妊娠期呕吐,,,,O21,No,2,34,,妊娠呕吐,,妊娠期呕吐,,,,,,
产科,妊娠期静脉并发症,,,,O22,No,2,34,,妊娠期痣，妊娠期静脉炎,,妊娠期静脉血栓，妊娠期静脉曲张,,,,,,
产科,妊娠期泌尿生殖道的感染,,,,O23,No,2,34,,妊娠期阴道炎，妊娠期外阴炎，妊娠期宫颈炎，妊娠期膀胱炎，妊娠期肾盂肾炎,,妊娠期尿道感染,,,,,,
产科,妊娠期糖尿病,,,,O24,No,2,34,,妊娠期糖尿病,,妊娠期血糖升高,,,,,,
儿科,为已知或可疑胎儿异常和损害给予的孕产妇医疗,,"[('胎儿先心病', 34), ('胎儿心脏咨询', 22), ('胎儿咨询', 19), ('胎儿', 14), ('胎儿CHD', 10)]",,O35,,,34,,"为已知或可疑胎儿异常和损害给予的孕产妇医疗,胎儿先心病,胎儿心脏咨询,胎儿咨询,胎儿,胎儿CHD",,"羊水异常,胎心异常,胎儿心脏彩超,宫内发育迟缓,先心病",,超声：结构异常,激素检查：异常增加或减少,,,
产前诊断科,胎停,O43.900,,,O43,No,2,34,苏秀梅,,停经；胚胎或胎儿已死亡滞留在宫腔；子宫小于相应孕周；少许阴道流血,宫口未开；腹痛、恶心呕吐、乏力,低热。眩晕。厌食、头痛,HCG及孕酮低于相应孕周；B超检查子宫小于相应孕周，无胎动及心管搏动；,高血糖、凝血功能异常,部分可有轻度贫血,,
产科,前置胎盘,,,,O44,No,2,34,,,前置胎盘,,,,,,,
产科,胎盘早期剥离,,,,O45,No,2,34,,胎盘早期剥离,,胎盘剥离，胎盘早剥,,,,,,
产科,异常分娩,O60-O75,,,O60,No,2,34,苏秀梅,,产力异常，子宫收缩乏力、子宫收缩过强，产道异常，骨产道异常、软产道异常，胎位异常，面先露，臀先露，肩先露，复合先露,产妇全身衰竭，子宫收缩异常，胎膜早破，胎儿方面，胎儿头皮水肿或血肿，胎头下降受阻，胎儿窘迫,产程延长，产妇烦躁不安、体力衰竭、进食减少，严重者出现脱水、代谢性酸中毒、尿潴留、肠胀气,潜伏期延长（ 超过16小时）；活跃期延长（活跃期超过8小时）,；第二产程延长（初产妇>2小时，经产妇>1小时）滞产：总产程大于24小时,,,
妇产科,产力异常,,"[('引产', 286), ('引产后', 83), ('宫颈炎月经紊乱', 5), ('宫颈松弛', 4), ('畸胎引产', 1)]",,O62,,2,34,,"产力异常,引产,引产后,宫颈炎月经紊乱,宫颈松弛,畸胎引产","引产,产力异常","引产,药物引产,缩宫素,剥膜引产,人工结束妊娠",,,,,,
乳腺外科,与分娩有关的乳房感染,O91,,,O91,No,2,34,唐晓昱,,,乳腺炎，乳痛症，乳房肿胀，乳房疼痛，乳房压痛，乳房搏动性跳痛，乳头感染，乳头有脓，乳房脓肿，乳腺炎,发热，寒战，腋窝淋巴结肿大,,超声：乳腺腺体增厚，乳腺回声不均,,,
乳腺外科,与分娩有关的乳房和哺乳的其他疾患,,"[('溢乳', 49), ('泌乳', 18), ('断奶后乳汁分泌', 1), ('双乳溢乳', 1), ('轻微溢乳', 1)]",,O92,,2,34,,,"溢乳,泌乳,断奶后乳汁分泌,双乳溢乳,轻微溢乳,乳汁少","白色浅黄色乳汁,闭经",,PRL升高,鞍区MRI或CT：颅内肿瘤、空蝶鞍,hcg阳性，TSH↑，胰岛素↑,,
产科,妊娠合并症,O94-O99,,,O94,No,2,34,苏秀梅,,妊娠合并心脏病，先天下心脏病，风湿性心脏病，妊娠期高血压疾病性心脏病，围产期心肌病，病毒性肝炎；贫血，缺铁性贫血、巨幼细胞贫血、再生障碍性贫血，特发性血小板减少性紫癜；急性阑尾炎；急性胰腺炎等,心脏病，心悸、气短、劳力性呼吸困难、端坐呼吸、咯血、胸痛、发绀、胸痛、颈静脉怒张，病毒性心肌炎，发生妊娠期高血压、产后出血、凝血功能异常、母婴垂直传播,,,,,,
妇产科,可归类在他处的孕产妇的传染病和寄生虫病并发于妊娠、分娩和产褥期,,"[('HPV感染', 14899), ('HPV阳性', 401), ('HPV', 164), ('hpv感染', 150), ('宫颈HPV感染', 86)]",,O98,,2,34,,"妊娠期,分娩期,产褥期,HPV感染,HPV阳性,HPV,hpv感染,宫颈HPV感染","hpv病毒,hpv感染,hpv阳性","阴部瘙痒,表面隆起,疣状增生,淡红色的丘疹",,HPV阳性，HPV DNA阳性,,,,
妇产科,可归类在他处的孕产妇的其他疾病并发于妊娠、分娩和产褥期,,"[('宫角妊娠', 61), ('生化妊娠后', 58), ('生化妊娠', 54), ('早期妊娠', 15), ('妊娠', 12)]",,O99,,2,34,,"产褥期,宫角妊娠,生化妊娠后,生化妊娠,早期妊娠,妊娠",早孕，停经，晨吐，恶心厌食，尿频，乳晕加深，蒙氏结节；,"生化流产,孕早期阴道流血,异位妊娠,腹痛,子宫不对称性增大,宫角妊娠",宫角妊娠，停经后阴道流血。,宫角妊娠：B超示宫腔侧上方见胚芽、原始心管搏动；hcg升高；刮宫仅见蜕膜无绒毛；早期妊娠：hcg升高，B超宫腔内见妊娠囊。生化妊娠：hcg一过性升高，B超宫腔无妊娠囊。,,,,
儿童保健科,新生儿疾病,P00-P96,,,P00,No,,1,嘉敏,,新生儿窒息、新生儿缺氧缺血性脑病、新生儿呼吸窘迫综合征、新生儿黄疸、新生儿溶血病、新生儿败血症、新生儿寒冷损伤综合征,新生儿窒息、新生儿缺氧缺血性脑病、新生儿呼吸窘迫综合征、新生儿黄疸、新生儿溶血病、新生儿败血症、新生儿寒冷损伤综合征,,,,,,
儿科,胎儿生长缓慢和胎儿营养不良,,"[('早产儿', 1512), ('低体重', 658), ('SGA', 358), ('早产', 75), ('SGA矮小', 64)]",,P05,,,1,,"胎儿生长缓慢,胎儿营养不良,早产儿,低体重,SGA,早产,SGA矮小","宫内生长迟缓,早产","身材矮小,体重低,生长缓慢,出生体重低","代谢异常,生长缓慢,软骨发育不良,皮下脂肪少,适应性差,成骨不全早产,喂养困难,外观不匀称,代谢差,指甲短软,出生体重低,吞咽功能不完善,抵抗力弱,呼吸能力弱",超声：体重跟胎龄不符；,,,,
